시군구별,성별,연령별,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042
동구,계,55-59세,16910,16704,17629,17436,17780,18003,18160,17876,17500,16893,16226,15610,14962,14959,15103,15274,15208,14902,14176,13373,12621
동구,계,60-64세,19114,19097,18245,17585,16487,16280,16136,17154,17106,17576,17868,18051,17764,17406,16814,16173,15597,14994,15032,15212,15430
동구,계,65-69세,14933,15699,16367,17035,17907,18013,18119,17518,17086,16172,16078,16002,17007,16994,17496,17800,17985,17716,17368,16796,16178
동구,계,70-74세,11002,11259,11635,12412,13421,14004,14801,15552,16286,17217,17422,17613,17113,16769,15945,15902,15873,16858,16887,17413,17728
동구,계,75-79세,8366,8356,8650,9095,9531,9897,10225,10591,11385,12378,12981,13785,14549,15300,16239,16497,16730,16318,16057,15340,15347
동구,계,80-84세,6368,6691,6788,6854,6653,6779,6833,7134,7569,7947,8303,8616,8963,9713,10602,11172,11912,12622,13350,14249,14522
동구,계,85-89세,3248,3452,3700,3830,3956,4265,4527,4589,4643,4499,4647,4738,5005,5344,5600,5897,6147,6432,7057,7740,8196
동구,계,90-94세,1169,1188,1306,1431,1561,1671,1797,1926,2011,2086,2267,2423,2456,2485,2396,2512,2591,2774,2980,3111,3311
동구,계,95세이상,264,293,328,365,398,439,475,533,590,650,702,754,818,862,905,989,1065,1087,1103,1070,1151
중구,계,계,225500,221088,221096,219389,217717,216087,214485,212905,211390,209944,208565,207269,206057,204890,203795,202730,201689,200641,199561,198441,197289
중구,계,0 - 4세,5281,4763,4548,4318,4122,3986,3915,3945,4073,4247,4408,4554,4684,4788,4871,4932,4964,4953,4909,4832,4731
중구,계,5 - 9세,7994,7330,6950,6384,5789,5324,4917,4582,4296,4072,3933,3876,3924,4061,4234,4388,4524,4640,4732,4808,4860
중구,계,10 - 14세,9667,9333,9222,9024,8665,8139,7558,7012,6364,5724,5246,4844,4529,4259,4053,3925,3875,3928,4067,4233,4387
중구,계,15 - 19세,10650,10695,10215,9952,9890,9768,9483,9239,9020,8659,8143,7596,7079,6445,5817,5345,4950,4638,4369,4164,4038
중구,계,20-24세,12949,11770,11956,11559,10954,10765,10806,10229,10124,10156,10112,9895,9719,9576,9288,8831,8335,7846,7214,6582,6089
중구,계,25-29세,15303,14768,14451,13990,13816,13352,12934,12885,12265,11470,11160,11010,10502,10577,10649,10684,10532,10421,10343,10104,9696
중구,계,30-34세,12532,12469,13024,13381,13527,13467,13342,13113,13000,12976,12508,12095,11830,10998,10260,9999,9847,9495,9639,9693,9768
중구,계,35-39세,12136,11419,11190,11239,11252,11610,11854,12230,12462,12591,12563,12485,12314,12238,12163,11673,11291,10932,10110,9478,9232
중구,계,40-44세,16121,15521,14935,13936,13100,12163,11620,11259,11248,11227,11551,11808,12202,12422,12575,12564,12494,12326,12246,12135,11631
중구,계,45-49세,17742,16736,16065,15860,15919,15942,15625,15023,14082,13265,12360,11831,11492,11507,11503,11837,12121,12526,12737,12906,12905
중구,계,50-54세,19985,19854,19479,18945,18023,17162,16322,15665,15526,15646,15735,15526,15043,14203,13443,12584,12072,11743,11775,11785,12132
중구,계,55-59세,17841,17576,18563,18599,18997,19146,19192,18703,18213,17363,16597,15867,15294,15219,15393,15532,15408,15006,14240,13528,12710
중구,계,60-64세,19052,18928,18432,17948,16937,16836,16735,17627,17679,18104,18279,18361,17942,17519,16754,16078,15428,14918,14892,15106,15286
중구,계,65-69세,15511,16220,16821,17131,17960,18036,18123,17614,17248,16348,16306,16233,17122,17204,17657,17879,17996,17623,17244,16536,15917
중구,계,70-74세,11893,12043,12345,13142,14128,14728,15490,16121,16562,17483,17658,17837,17414,17107,16271,16249,16202,17102,17225,17698,17961
중구,계,75-79세,8977,9124,9699,10253,10637,10876,11122,11419,12247,13236,13876,14661,15341,15873,16845,17083,17317,16953,16697,15957,15967
중구,계,80-84세,6985,7228,7377,7477,7385,7531,7711,8187,8673,8999,9265,9532,9863,10667,11577,12196,12935,13606,14187,15141,15413
중구,계,85-89세,3495,3791,4114,4327,4470,4928,5165,5269,5336,5253,5411,5586,5967,6342,6578,6833,7083,7396,8099,8834,9353
중구,계,90-94세,1115,1235,1400,1554,1741,1875,2061,2209,2323,2402,2672,2810,2868,2898,2829,2962,3083,3328,3557,3669,3859
중구,계,95세이상,271,285,310,370,405,453,510,574,649,723,782,862,928,987,1035,1156,1232,1261,1279,1252,1354
서구,계,계,472975,471427,467457,463955,460716,457851,455323,453128,450953,448825,446771,444795,442880,441010,439160,437343,435435,433408,431232,428888,426353
서구,계,0 - 4세,13745,12758,11737,11137,10712,10524,10505,10785,11279,11819,12312,12740,13091,13373,13586,13747,13816,13774,13638,13428,13159
서구,계,5 - 9세,20752,19334,17902,16130,14540,13281,12408,11783,11240,10844,10645,10592,10820,11271,11777,12237,12633,12957,13216,13410,13557
서구,계,10 - 14세,22943,22627,22240,22191,21488,20691,19386,18127,16472,14948,13712,12836,12166,11570,11130,10899,10831,11055,11502,12005,12453
서구,계,15 - 19세,25784,24497,22944,22558,22755,22530,22315,22005,21978,21320,20555,19275,18075,16476,15019,13821,12969,12285,11668,11220,10980
서구,계,20-24세,36216,35492,34830,32186,29494,28094,26784,25619,25563,25909,25849,25691,25398,25443,24794,23978,22659,21467,19817,18255,16908
서구,계,25-29세,38893,39331,39569,39988,39950,38912,37795,36569,33852,31397,30218,29296,28569,28646,29022,29086,28947,28642,28678,27989,27117
서구,계,30-34세,32218,33569,34686,35624,36615,36851,37012,36884,36997,36683,35465,34218,32895,30446,28457,27583,27009,26539,26630,26993,27099
서구,계,35-39세,31225,29707,28668,28569,28847,29828,31093,32260,33057,33867,33941,33933,33642,33620,33191,31995,30795,29547,27379,25697,24959
서구,계,40-44세,36289,36142,35063,33359,31540,29710,28360,27843,27970,28310,29237,30364,31351,32016,32705,32698,32610,32255,32176,31698,30532
서구,계,45-49세,38067,36553,34960,34668,34929,35272,35234,34490,32948,31268,29559,28292,27791,27899,28191,29045,30097,31009,31623,32248,32198
서구,계,50-54세,41492,41798,40374,39154,37118,35736,34269,33010,32983,33411,33878,33927,33247,31789,30206,28614,27438,26986,27105,27379,28184
서구,계,55-59세,34418,34243,36322,36286,37552,37885,37982,36851,35978,34269,33149,31882,30821,30907,31385,31901,31996,31391,30043,28590,27126
서구,계,60-64세,34738,35330,34244,33582,31692,31411,31228,33327,33346,34665,35028,35229,34283,33593,32079,31113,29975,29052,29217,29730,30276
서구,계,65-69세,24504,26322,27911,29175,31186,31684,32225,31454,31044,29433,29366,29292,31305,31312,32617,32978,33248,32432,31866,30496,29638
서구,계,70-74세,16223,16932,17694,19345,21161,22481,24095,25684,26993,28985,29537,30147,29493,29200,27758,27815,27793,29733,29757,31051,31411
서구,계,75-79세,11009,11391,12173,13134,13920,14661,15326,16054,17641,19346,20618,22157,23665,24957,26872,27424,28058,27498,27302,26037,26187
서구,계,80-84세,8174,8734,8861,9083,8951,9216,9554,10224,11061,11713,12385,12983,13645,15089,16580,17716,19083,20411,21639,23397,23892
서구,계,85-89세,4408,4607,4950,5170,5399,5922,6350,6453,6602,6465,6717,7007,7525,8159,8590,9129,9591,10122,11302,12423,13319
서구,계,90-94세,1503,1635,1851,2086,2289,2510,2664,2881,3019,3153,3480,3733,3786,3858,3748,3944,4152,4479,4866,5084,5446
서구,계,95세이상,374,425,478,530,578,652,738,825,930,1020,1120,1201,1312,1386,1453,1620,1735,1774,1808,1758,1912
유성구,계,계,367406,378510,384800,386587,387219,387137,386501,385468,384555,383730,382962,382176,381329,380387,379348,378188,376856,375325,373583,371648,369533
유성구,계,0 - 4세,13735,13854,13623,13150,12666,12324,12165,12333,12794,13328,13807,14217,14548,14805,14986,15111,15142,15059,14883,14642,14349
유성구,계,5 - 9세,18798,18628,18025,16908,15709,14793,14094,13375,12712,12142,11792,11670,11883,12332,12837,13279,13661,13968,14202,14369,14484
유성구,계,10 - 14세,19062,19170,19376,19473,19417,18887,18195,17302,16111,14875,13928,13206,12507,11888,11370,11068,10973,11185,11611,12084,12495
유성구,계,15 - 19세,21009,19856,18706,18682,18979,19182,19055,19115,19170,19060,18470,17746,16824,15648,14434,13504,12785,12103,11502,11006,10735
유성구,계,20-24세,30852,31922,31819,29320,26555,24750,23214,22215,22355,22636,22862,22686,22690,22730,22509,21760,20903,19855,18584,17211,16141
유성구,계,25-29세,31475,33540,34600,35142,35193,34258,33082,31423,28849,26539,25379,24614,24161,24290,24544,24796,24560,24493,24439,24087,23224
유성구,계,30-34세,27897,30238,31932,32854,33803,34142,34167,34012,33843,33465,32292,31057,29620,27517,25639,24773,24275,23919,23989,24275,24500
유성구,계,35-39세,27508,27826,28247,28910,29330,30131,31110,31793,32304,32900,32923,32739,32460,32227,31806,30611,29378,28041,26138,24444,23722
유성구,계,40-44세,30434,31393,31473,30662,29614,28554,27636,27399,27646,27815,28503,29411,30106,30634,31200,31179,30968,30668,30426,29994,28829
유성구,계,45-49세,29707,29393,28841,29200,29946,30698,31020,30766,29757,28573,27408,26416,26139,26329,26487,27185,28067,28749,29272,29812,29761
유성구,계,50-54세,30712,31657,31483,31084,30246,29448,28843,28033,28275,28893,29545,29799,29498,28447,27263,26101,25121,24843,25004,25156,25849
유성구,계,55-59세,24937,25557,27649,28348,29504,30191,30602,30234,29756,28871,28047,27419,26621,26890,27479,28097,28328,28008,26966,25820,24689
유성구,계,60-64세,23239,24382,24656,24689,24119,24447,24671,26272,26746,27726,28293,28633,28259,27804,26942,26160,25559,24811,25113,25672,26266
유성구,계,65-69세,14995,16536,18079,19520,21376,22270,23131,23085,22964,22321,22557,22705,24189,24562,25462,25958,26268,25917,25507,24705,23988
유성구,계,70-74세,8838,9515,10349,11674,13059,14216,15465,16787,18037,19672,20386,21112,21003,20878,20290,20520,20651,22036,22343,23186,23632
유성구,계,75-79세,5688,6034,6487,7079,7612,8228,8774,9411,10561,11749,12741,13832,14989,16093,17534,18120,18750,18620,18533,18023,18260
유성구,계,80-84세,4573,4777,4928,5070,4989,5018,5301,5651,6160,6590,7110,7558,8079,9063,10046,10871,11792,12772,13732,14963,15434
유성구,계,85-89세,2668,2834,2996,3118,3201,3540,3737,3843,3942,3855,3915,4153,4422,4822,5122,5515,5849,6243,7022,7758,8396
유성구,계,90-94세,1050,1143,1221,1354,1518,1624,1750,1877,1962,2034,2260,2394,2459,2504,2427,2501,2676,2854,3116,3277,3532
유성구,계,95세이상,229,255,310,350,383,436,489,542,611,686,744,809,872,924,971,1079,1150,1181,1201,1164,1247
대덕구,계,계,175485,172344,172317,171631,170921,170181,169440,168699,168007,167361,166749,166158,165589,165039,164484,163916,163312,162662,161956,161177,160356
대덕구,계,0 - 4세,4223,3962,3662,3454,3320,3245,3205,3282,3409,3540,3651,3745,3821,3880,3924,3951,3959,3932,3881,3812,3729
대덕구,계,5 - 9세,5932,5368,4925,4449,4069,3737,3563,3333,3164,3054,2993,2961,3035,3152,3275,3379,3467,3537,3592,3629,3655
대덕구,계,10 - 14세,7130,6740,6523,6283,5887,5506,5096,4724,4298,3938,3620,3445,3214,3053,2947,2883,2853,2921,3029,3143,3243
대덕구,계,15 - 19세,8461,7881,7405,7197,7195,7046,6748,6560,6384,6057,5726,5341,4984,4563,4185,3851,3655,3407,3241,3125,3048
대덕구,계,20-24세,12576,11811,11513,10735,9792,9215,8782,8334,8221,8263,8165,7942,7821,7706,7426,7126,6748,6379,5926,5485,5099
대덕구,계,25-29세,12488,12143,12151,11996,11852,11500,11170,10749,10043,9220,8841,8569,8277,8268,8356,8329,8195,8131,8065,7847,7584
대덕구,계,30-34세,10482,10597,10927,11154,11384,11378,11295,11282,11179,11106,10745,10396,9969,9289,8593,8333,8131,7939,7969,8061,8075
대덕구,계,35-39세,9865,9378,9233,9363,9455,9760,10065,10329,10527,10725,10710,10641,10601,10498,10414,10022,9671,9248,8614,8013,7804
대덕구,계,40-44세,11790,11407,11121,10600,10067,9531,9192,8971,9022,9053,9313,9588,9847,10038,10220,10201,10130,10068,9957,9864,9467
대덕구,계,45-49세,13721,12646,11969,11753,11688,11777,11662,11381,10854,10293,9722,9344,9112,9163,9189,9441,9716,9983,10177,10360,10341
대덕구,계,50-54세,17234,16816,16234,15494,14677,13964,13168,12501,12337,12341,12488,12425,12174,11641,11056,10454,10034,9779,9822,9847,10106
대덕구,계,55-59세,15615,15664,16698,16883,17221,17210,17038,16480,15825,15076,14411,13681,13087,12985,13059,13261,13235,13003,12455,11837,11208
대덕구,계,60-64세,15823,16166,16037,15927,15239,15303,15400,16313,16430,16750,16781,16688,16232,15675,15008,14398,13736,13211,13166,13292,13530
대덕구,계,65-69세,10984,11792,12852,13641,14820,15160,15585,15318,15161,14486,14552,14632,15510,15627,15975,16062,16036,15653,15178,14582,14026
대덕구,계,70-74세,7351,7588,7896,8758,9785,10488,11362,12237,12933,14004,14297,14701,14461,14336,13723,13808,13900,14747,14874,15237,15368
대덕구,계,75-79세,5153,5186,5615,6037,6409,6810,7065,7341,8145,9081,9723,10525,11334,11998,13009,13295,13692,13481,13401,12864,12966
대덕구,계,80-84세,3880,4239,4298,4394,4308,4399,4513,4864,5220,5508,5858,6082,6347,7079,7883,8449,9142,9844,10465,11381,11641
대덕구,계,85-89세,2007,2123,2329,2454,2568,2830,3102,3120,3178,3089,3181,3304,3574,3842,4032,4308,4490,4716,5297,5894,6326
대덕구,계,90-94세,628,680,742,866,967,1073,1154,1267,1321,1379,1528,1672,1662,1691,1623,1709,1810,1965,2114,2195,2368
대덕구,계,95세이상,142,157,187,193,218,249,275,313,356,398,444,476,527,555,587,656,712,718,733,709,772
