시군구별,성별,연령별,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042
천안시,계,75-79세,13271,13660,14525,15677,16671,17735,18542,19512,21790,24263,26014,28449,31352,33934,37541,39405,41622,41577,42379,41240,42067
천안시,계,80-84세,10640,11124,11199,11288,11067,11480,11913,12679,13678,14494,15440,16160,17046,19103,21268,22854,25012,27568,29902,33102,34680
천안시,계,85-89세,5972,6280,6735,7048,7271,7803,8303,8399,8478,8286,8664,9049,9669,10448,11024,11801,12389,13123,14804,16488,17792
천안시,계,90-94세,2079,2238,2409,2702,3009,3272,3518,3806,3995,4142,4486,4815,4869,4910,4768,5058,5357,5756,6245,6532,7047
천안시,계,95세이상,472,537,614,670,734,842,947,1045,1176,1311,1445,1556,1699,1799,1887,2074,2234,2280,2313,2262,2462
공주시,계,계,106088,106269,105669,104383,103294,102481,101905,101554,101292,101130,101028,100968,100941,100922,100893,100848,100766,100631,100458,100250,100013
공주시,계,0 - 4세,1918,1859,1729,1612,1571,1571,1575,1619,1682,1755,1822,1880,1923,1955,1979,1994,1998,1984,1962,1927,1885
공주시,계,5 - 9세,2983,2699,2504,2233,2016,1798,1714,1606,1528,1506,1506,1505,1539,1597,1663,1722,1775,1814,1844,1866,1881
공주시,계,10 - 14세,3646,3562,3488,3390,3166,2985,2699,2524,2278,2078,1870,1782,1663,1580,1547,1536,1529,1561,1617,1680,1738
공주시,계,15 - 19세,6322,5739,5137,4681,4371,4333,4208,4061,3967,3770,3595,3314,3135,2874,2633,2383,2259,2101,1993,1936,1900
공주시,계,20-24세,7981,8686,8852,8452,8004,7304,6711,6245,5937,5771,5786,5652,5567,5499,5304,5123,4812,4578,4230,3904,3594
공주시,계,25-29세,5554,5653,5649,5729,5744,5722,5750,5656,5329,5077,4708,4555,4385,4289,4288,4342,4239,4202,4167,4044,3921
공주시,계,30-34세,4479,4618,4745,4716,4705,4705,4677,4638,4738,4702,4620,4537,4379,4109,3914,3680,3655,3543,3512,3540,3590
공주시,계,35-39세,4642,4461,4354,4263,4226,4217,4296,4425,4491,4565,4596,4559,4502,4547,4464,4353,4224,4054,3800,3610,3418
공주시,계,40-44세,5905,5733,5585,5267,4931,4674,4453,4348,4333,4354,4394,4511,4640,4706,4784,4805,4754,4689,4703,4599,4471
공주시,계,45-49세,6533,6354,6101,5930,5886,5940,5839,5737,5506,5223,4986,4760,4651,4642,4664,4717,4852,4988,5060,5147,5160
공주시,계,50-54세,8284,8134,7760,7548,7170,6873,6674,6407,6312,6346,6458,6412,6340,6097,5806,5548,5294,5177,5171,5193,5262
공주시,계,55-59세,8817,8633,8938,8604,8864,8738,8715,8457,8333,7996,7717,7509,7230,7159,7233,7380,7373,7312,7053,6728,6427
공주시,계,60-64세,10685,10848,10450,10270,9454,9331,9152,9544,9355,9711,9672,9726,9506,9379,9030,8728,8493,8204,8149,8261,8448
공주시,계,65-69세,8475,9043,9709,10049,10654,10874,11042,10774,10689,9992,9948,9811,10232,10108,10491,10497,10593,10389,10259,9893,9571
공주시,계,70-74세,6475,6605,6704,7196,7870,8284,8874,9566,9964,10616,10877,11076,10850,10787,10148,10135,10013,10448,10369,10769,10806
공주시,계,75-79세,4725,4794,4948,5346,5669,5945,6088,6248,6763,7422,7849,8431,9092,9505,10155,10424,10638,10445,10402,9832,9850
공주시,계,80-84세,4593,4606,4501,4415,4144,3992,4082,4256,4618,4892,5145,5282,5456,5950,6544,6947,7480,8068,8487,9103,9358
공주시,계,85-89세,2867,2916,3034,3045,3080,3298,3357,3311,3264,3074,3008,3118,3268,3558,3748,3955,4077,4244,4676,5156,5497
공주시,계,90-94세,989,1106,1215,1338,1429,1505,1556,1638,1660,1691,1842,1885,1872,1846,1739,1748,1850,1958,2135,2228,2363
공주시,계,95세이상,215,220,266,299,340,392,443,494,545,589,629,663,711,735,759,831,858,872,869,834,873
보령시,계,계,96720,96178,95012,93667,92688,92033,91636,91476,91312,91155,90980,90820,90656,90481,90321,90147,89961,89781,89564,89319,89048
보령시,계,0 - 4세,2105,1953,1816,1650,1539,1478,1447,1455,1483,1524,1564,1599,1628,1651,1668,1682,1687,1682,1667,1645,1616
보령시,계,5 - 9세,3186,2962,2703,2439,2218,1979,1834,1735,1601,1516,1472,1452,1469,1500,1542,1583,1618,1647,1670,1687,1701
보령시,계,10 - 14세,3866,3701,3564,3440,3188,3023,2795,2577,2360,2169,1948,1811,1709,1577,1498,1454,1438,1456,1485,1528,1570
보령시,계,15 - 19세,3295,3612,3598,3621,3727,3652,3506,3416,3330,3123,2994,2779,2577,2364,2178,1961,1829,1723,1593,1521,1479
보령시,계,20-24세,4082,3371,3247,3123,2922,3046,3277,3230,3289,3377,3315,3229,3169,3111,2965,2877,2690,2521,2345,2182,1991
보령시,계,25-29세,4795,4735,4519,4119,3946,3663,3389,3351,3242,3044,3105,3169,3055,3105,3153,3112,3075,3043,3020,2916,2853
보령시,계,30-34세,4597,4723,4574,4541,4425,4333,4246,4160,4006,3972,3754,3552,3483,3300,3086,3098,3102,3004,3053,3084,3066
보령시,계,35-39세,5162,4887,4657,4413,4345,4271,4277,4312,4417,4405,4393,4338,4256,4130,4095,3878,3691,3593,3379,3161,3150
보령시,계,40-44세,6254,6321,6139,5708,5383,5023,4689,4536,4418,4443,4437,4504,4571,4683,4679,4676,4620,4538,4423,4376,4148
보령시,계,45-49세,7109,6743,6395,6315,6150,6272,6327,6174,5848,5591,5264,4962,4821,4725,4768,4779,4878,4965,5082,5089,5091
보령시,계,50-54세,8019,8076,7923,7771,7528,7138,6749,6487,6491,6416,6600,6678,6539,6235,5975,5644,5340,5209,5129,5181,5208
보령시,계,55-59세,8073,7959,8244,7965,8165,8283,8378,8291,8196,7983,7616,7256,7003,7013,6971,7188,7273,7145,6845,6567,6215
보령시,계,60-64세,9749,9821,9475,9252,8485,8332,8208,8591,8461,8770,8953,9087,9001,8893,8660,8278,7927,7676,7690,7679,7930
보령시,계,65-69세,7862,8393,8784,9040,9563,9740,9832,9589,9460,8797,8715,8626,9021,8934,9261,9460,9596,9513,9399,9151,8759
보령시,계,70-74세,6491,6474,6498,6885,7452,7651,8195,8632,8962,9530,9741,9872,9658,9543,8931,8877,8803,9202,9150,9486,9690
보령시,계,75-79세,4718,4794,5059,5403,5685,5929,5938,6018,6436,6997,7220,7760,8192,8548,9113,9331,9473,9291,9202,8656,8628
보령시,계,80-84세,4096,4184,4093,4046,3909,3884,3982,4261,4571,4815,5037,5069,5176,5578,6087,6303,6783,7179,7537,8071,8275
보령시,계,85-89세,2327,2451,2617,2683,2661,2825,2926,2890,2871,2766,2788,2899,3123,3357,3516,3693,3733,3847,4197,4600,4778
보령시,계,90-94세,764,835,900,1010,1123,1204,1297,1396,1440,1439,1550,1620,1600,1596,1527,1566,1657,1796,1937,2008,2125
보령시,계,95세이상,170,183,207,243,274,307,344,375,430,478,514,558,605,638,648,707,748,751,761,731,775
아산시,계,계,359053,368653,384616,393492,400420,405743,409676,412333,414878,417254,419445,421450,423224,424761,426072,427190,428077,428695,429081,429253,429198
아산시,계,0 - 4세,13406,12735,12992,12712,12541,12594,12594,12736,13051,13447,13808,14121,14378,14576,14712,14801,14817,14741,14586,14374,14112
아산시,계,5 - 9세,19640,19008,18922,18191,16993,15874,15039,14197,13528,13087,12959,12903,13086,13440,13876,14272,14614,14888,15101,15253,15352
아산시,계,10 - 14세,20266,20613,21180,21599,21577,21190,20468,19738,18660,17225,15986,15069,14198,13521,13065,12924,12865,13058,13418,13860,14263
아산시,계,15 - 19세,19212,18915,18787,19352,20369,21092,21357,21591,21780,21591,21077,20267,19477,18332,16897,15701,14808,13959,13327,12896,12759
아산시,계,20-24세,23698,25019,25297,23408,21779,20904,20192,20031,20429,21146,21587,21633,21706,21765,21518,20980,20163,19385,18261,16963,15933
아산시,계,25-29세,23179,24390,26020,27026,27296,26742,26216,24880,22946,21462,20703,20252,20142,20292,20768,20987,20888,20845,20848,20560,19951
아산시,계,30-34세,25736,27001,29221,30210,30968,31020,30732,30337,30231,29793,28859,27986,26620,24853,23339,22536,22142,21973,22004,22406,22590
아산시,계,35-39세,30176,29698,31049,31709,32148,32757,33506,33949,34260,34558,34319,33882,33471,33297,32802,31751,30619,29127,27293,25625,24755
아산시,계,40-44세,34445,35681,36970,36542,35761,34634,33655,33277,33320,33365,33805,34588,35187,35625,36033,35845,35414,34972,34740,34189,33041
아산시,계,45-49세,29700,30188,31329,33178,34992,37146,38316,38458,37404,36172,34761,33621,33193,33223,33292,33810,34687,35351,35847,36287,36113
아산시,계,50-54세,28466,29946,31005,31706,31884,31886,32099,32342,33603,34973,36744,37634,37640,36498,35228,33799,32647,32208,32248,32331,32890
아산시,계,55-59세,23420,23828,26295,27294,29192,30646,31964,32282,32455,32186,31829,31764,31777,32827,34021,35607,36347,36277,35093,33825,32407
아산시,계,60-64세,21617,22941,23553,24501,24426,25160,25478,27434,28081,29639,30797,31868,32025,32068,31654,31168,30965,30832,31743,32818,34265
아산시,계,65-69세,15212,16561,18228,19827,21881,23025,24400,24600,25171,24799,25310,25503,27357,27940,29388,30437,31395,31470,31426,30928,30363
아산시,계,70-74세,10812,11196,11841,13056,14598,15753,17166,18702,20163,22069,23096,24355,24510,24988,24569,25027,25197,26967,27531,28911,29891
아산시,계,75-79세,8033,8256,8716,9526,10096,10637,11047,11608,12749,14190,15285,16606,18071,19482,21304,22272,23449,23565,24011,23615,24054
아산시,계,80-84세,6656,7009,7005,7022,6935,7133,7365,7799,8482,8930,9418,9801,10321,11384,12674,13672,14855,16173,17478,19143,20008
아산시,계,85-89세,3858,4024,4356,4531,4658,4948,5285,5293,5294,5201,5388,5614,5969,6501,6806,7208,7534,7975,8864,9882,10682
아산시,계,90-94세,1257,1347,1494,1703,1893,2099,2235,2445,2548,2623,2816,3024,3037,3034,2964,3117,3300,3533,3855,4005,4271
아산시,계,95세이상,264,297,356,399,433,503,562,634,723,798,898,959,1059,1115,1162,1276,1371,1396,1407,1382,1498
서산시,계,계,177765,178217,178937,179189,179549,180037,180660,181375,181990,182530,182993,183391,183739,184022,184267,184462,184601,184705,184760,184758,184695
서산시,계,0 - 4세,5979,5510,5059,4787,4607,4488,4474,4531,4599,4696,4776,4844,4892,4924,4952,4965,4958,4926,4870,4797,4710
서산시,계,5 - 9세,8368,7824,7375,6707,6062,5620,5218,4848,4622,4460,4350,4342,4400,4480,4590,4682,4758,4815,4853,4885,4902
서산시,계,10 - 14세,8877,8778,8683,8628,8415,8088,7599,7203,6576,5974,5557,5166,4805,4579,4411,4303,4290,4353,4438,4554,4649
서산시,계,15 - 19세,7694,7862,7989,8240,8550,8494,8393,8323,8269,8074,7760,7294,6916,6310,5753,5358,4983,4647,4435,4269,4171
서산시,계,20-24세,8417,8035,7849,7490,7014,7089,7250,7237,7361,7555,7477,7417,7350,7310,7151,6861,6458,6155,5652,5211,4878
서산시,계,25-29세,10211,9963,9837,9641,9582,9197,8895,8538,8133,7591,7561,7559,7454,7517,7653,7597,7567,7494,7480,7332,7065
서산시,계,30-34세,10801,10987,11169,11068,11127,11106,10990,10901,10780,10714,10275,9894,9456,8976,8376,8285,8221,8106,8142,8262,8242
서산시,계,35-39세,11525,11124,10842,10920,10790,10886,11051,11304,11387,11589,11623,11508,11381,11223,11107,10622,10202,9733,9229,8619,8507
서산시,계,40-44세,14194,14012,13807,12993,12354,11640,11233,10962,11113,11053,11238,11470,11747,11854,12063,12076,11942,11788,11608,11466,10960
서산시,계,45-49세,14208,13920,13646,13840,14007,14458,14344,14201,13471,12888,12184,11755,11464,11598,11539,11750,12018,12314,12436,12654,12649
서산시,계,50-54세,15307,15669,15477,15451,15001,14597,14311,14079,14319,14546,15040,14971,14851,14122,13535,12815,12356,12052,12177,12124,12362
서산시,계,55-59세,13821,14035,14990,14857,15659,15917,16272,16082,16067,15601,15185,14867,14602,14820,15060,15565,15529,15436,14715,14119,13379
서산시,계,60-64세,14147,14713,14714,14839,14193,14431,14571,15481,15416,16230,16494,16864,16673,16631,16135,15691,15351,15057,15259,15517,16036
서산시,계,65-69세,10118,10907,11811,12697,13873,14374,14913,14908,15053,14462,14719,14843,15726,15698,16503,16765,17134,16947,16886,16369,15915
서산시,계,70-74세,8102,8274,8363,8911,9655,10169,10945,11869,12767,13934,14446,14987,14987,15116,14539,14793,14896,15753,15757,16554,16821
서산시,계,75-79세,5947,6048,6408,6994,7396,7762,7940,8051,8619,9364,9890,10652,11550,12424,13552,14042,14565,14557,14682,14156,14408
서산시,계,80-84세,5254,5435,5401,5360,5270,5177,5342,5700,6202,6539,6866,7044,7174,7733,8423,8931,9639,10457,11279,12314,12762
서산시,계,85-89세,3369,3491,3695,3687,3649,3993,4183,4208,4178,4102,4072,4248,4550,4945,5195,5465,5625,5768,6278,6862,7313
서산시,계,90-94세,1153,1339,1468,1688,1912,2023,2119,2261,2271,2274,2528,2655,2674,2642,2578,2605,2753,2969,3223,3367,3558
서산시,계,95세이상,273,291,354,391,433,528,617,688,787,884,952,1011,1087,1120,1152,1291,1356,1378,1361,1327,1408
논산시,계,계,117101,115883,114050,112185,110669,109484,108570,107900,107312,106789,106339,105934,105590,105272,104976,104705,104437,104169,103889,103590,103277
논산시,계,0 - 4세,2578,2353,2130,1990,1896,1888,1865,1881,1923,1971,2010,2042,2068,2084,2094,2100,2097,2082,2057,2026,1987
논산시,계,5 - 9세,3813,3564,3326,2941,2640,2319,2137,1969,1888,1820,1823,1799,1817,1862,1915,1960,1998,2027,2049,2064,2070
논산시,계,10 - 14세,4464,4260,4083,3985,3795,3583,3340,3160,2842,2594,2309,2146,1982,1896,1820,1812,1784,1805,1849,1904,1950
논산시,계,15 - 19세,5822,5809,5151,4676,4310,4245,4089,3986,3945,3791,3610,3386,3210,2899,2659,2381,2230,2065,1976,1897,1883
논산시,계,20-24세,6444,5894,5700,5357,5185,4942,4855,4418,4220,4066,4119,4001,3949,3923,3790,3648,3456,3297,3013,2805,2557
논산시,계,25-29세,6342,6471,6284,6102,5755,5363,4986,4965,4690,4537,4315,4304,4021,4012,3972,4057,3947,3937,3925,3821,3709
논산시,계,30-34세,5796,5823,5849,5694,5673,5565,5525,5394,5364,5163,4928,4659,4603,4284,4125,3936,3968,3758,3817,3794,3883
논산시,계,35-39세,5696,5476,5270,5176,5059,5077,5045,5176,5174,5268,5218,5196,5069,5039,4859,4668,4433,4349,4024,3872,3700
논산시,계,40-44세,6722,6698,6556,6199,5863,5557,5264,5066,5052,4995,5074,5108,5272,5290,5400,5344,5313,5181,5146,4970,4788
논산시,계,45-49세,7750,7385,6971,6796,6733,6698,6761,6611,6317,6021,5728,5439,5259,5267,5229,5334,5403,5587,5615,5736,5681
논산시,계,50-54세,9181,9033,8895,8710,8305,7910,7585,7230,7107,7104,7132,7227,7095,6804,6496,6184,5879,5705,5725,5698,5825
논산시,계,55-59세,9519,9246,9425,9268,9420,9476,9433,9339,9195,8823,8456,8151,7810,7718,7760,7833,7948,7822,7529,7199,6859
논산시,계,60-64세,11208,11325,10891,10517,9893,9859,9666,9951,9899,10117,10227,10233,10155,10001,9622,9250,8941,8599,8530,8614,8728
논산시,계,65-69세,9184,9733,10243,10619,11187,11263,11397,11075,10776,10235,10242,10086,10407,10411,10660,10802,10842,10775,10608,10214,9835
논산시,계,70-74세,7106,7140,7385,7896,8501,8930,9513,10045,10452,11050,11171,11338,11063,10810,10320,10345,10213,10558,10604,10873,11035
논산시,계,75-79세,5479,5445,5581,5896,6278,6447,6508,6794,7321,7926,8367,8944,9475,9901,10507,10656,10848,10620,10418,9994,10028
논산시,계,80-84세,5273,5262,5126,4961,4680,4522,4573,4745,5051,5369,5536,5621,5899,6403,6958,7368,7894,8394,8819,9404,9568
논산시,계,85-89세,3312,3440,3523,3560,3487,3664,3707,3651,3552,3352,3299,3385,3547,3790,4013,4161,4248,4492,4920,5370,5707
논산시,계,90-94세,1133,1226,1325,1470,1612,1722,1817,1890,1924,1908,2041,2086,2064,2020,1903,1918,2009,2126,2283,2398,2502
논산시,계,95세이상,279,300,336,372,397,454,504,554,620,679,734,783,825,858,874,948,986,990,982,937,982
계룡시,계,계,41848,43982,45826,46324,46724,47077,47382,47636,47819,47960,48069,48123,48144,48144,48117,48088,48043,47966,47868,47760,47650
계룡시,계,0 - 4세,1297,1296,1330,1257,1190,1158,1152,1168,1203,1255,1303,1339,1371,1396,1412,1423,1428,1421,1409,1387,1362
계룡시,계,5 - 9세,2343,2364,2343,2136,1962,1811,1683,1587,1493,1414,1372,1361,1375,1415,1473,1523,1560,1594,1617,1632,1642
계룡시,계,10 - 14세,2948,2919,2917,2922,2875,2785,2672,2527,2319,2134,1968,1829,1716,1608,1524,1484,1473,1488,1533,1589,1637
계룡시,계,15 - 19세,2482,2806,2980,3109,3194,3149,3093,3080,3098,3041,2939,2806,2639,2419,2224,2046,1905,1789,1674,1595,1556
계룡시,계,20-24세,2034,1810,2017,1999,1969,2137,2285,2254,2325,2347,2316,2297,2281,2288,2234,2145,2029,1896,1746,1618,1490
계룡시,계,25-29세,1988,2035,2144,2114,2085,1984,1883,1882,1760,1686,1736,1733,1669,1712,1705,1712,1703,1684,1690,1640,1584
계룡시,계,30-34세,1975,2337,2578,2618,2691,2678,2641,2578,2536,2481,2367,2264,2209,2053,1956,1929,1895,1852,1878,1876,1900
계룡시,계,35-39세,2637,2738,2833,2869,2941,3024,3136,3262,3335,3424,3410,3372,3307,3260,3187,3054,2927,2822,2634,2498,2428
계룡시,계,40-44세,3778,3887,4004,3906,3725,3576,3420,3354,3380,3438,3528,3648,3762,3829,3909,3886,3842,3770,3715,3630,3482
계룡시,계,45-49세,4346,4403,4269,4260,4320,4369,4457,4439,4306,4106,3938,3768,3703,3725,3775,3868,4007,4122,4188,4263,4231
계룡시,계,50-54세,4189,4504,4576,4503,4342,4244,4133,3959,3979,4048,4108,4184,4146,4003,3814,3658,3501,3453,3477,3523,3613
계룡시,계,55-59세,3104,3282,3666,3818,4008,4145,4215,4207,4121,3971,3878,3772,3627,3669,3736,3803,3873,3826,3689,3515,3371
계룡시,계,60-64세,2966,3228,3286,3334,3286,3342,3371,3659,3757,3919,4035,4098,4083,3997,3866,3772,3668,3538,3587,3658,3730
계룡시,계,65-69세,2145,2450,2645,2812,3091,3243,3384,3404,3439,3376,3417,3432,3693,3771,3916,4018,4077,4057,3970,3842,3746
계룡시,계,70-74세,1347,1480,1620,1857,2105,2296,2518,2703,2861,3124,3261,3384,3388,3408,3339,3375,3389,3630,3694,3832,3928
계룡시,계,75-79세,888,969,1060,1189,1269,1357,1445,1553,1761,1977,2142,2342,2513,2669,2908,3019,3128,3126,3143,3077,3113
계룡시,계,80-84세,703,767,777,801,802,837,897,974,1073,1126,1195,1266,1357,1534,1712,1853,2020,2169,2309,2522,2615
계룡시,계,85-89세,469,482,523,537,567,608,641,646,655,648,675,720,776,851,890,947,999,1067,1209,1341,1452
계룡시,계,90-94세,160,169,200,225,238,268,283,313,322,342,365,386,393,395,387,411,448,484,527,544,575
계룡시,계,95세이상,49,56,58,58,64,66,73,87,96,103,116,122,136,142,150,162,171,178,179,178,195
당진시,계,계,170122,173166,175422,176307,177164,177997,178822,179588,180246,180812,181299,181710,182036,182305,182533,182693,182830,182914,182940,182916,182851
당진시,계,0 - 4세,5830,5421,5119,4837,4643,4522,4488,4495,4525,4585,4632,4673,4704,4729,4747,4759,4755,4727,4672,4603,4521
당진시,계,5 - 9세,8359,8138,7670,7065,6405,5829,5341,4987,4712,4518,4405,4378,4392,4439,4521,4588,4643,4684,4719,4743,4759
당진시,계,10 - 14세,8642,8678,8818,8772,8632,8320,7970,7443,6862,6223,5674,5215,4877,4613,4427,4319,4293,4311,4369,4459,4533
당진시,계,15 - 19세,6915,7324,7545,7922,8277,8409,8358,8413,8348,8210,7900,7554,7038,6492,5892,5390,4980,4674,4429,4257,4156
당진시,계,20-24세,7557,6972,6932,6586,6271,6386,6714,6770,6999,7195,7250,7180,7200,7122,6999,6714,6413,5972,5542,5056,4682
당진시,계,25-29세,8875,9031,8974,8759,8545,8222,7695,7497,7072,6690,6667,6764,6659,6778,6886,6921,6841,6851,6790,6696,6440
당진시,계,30-34세,10459,10799,10866,10737,10710,10651,10560,10314,10147,9929,9555,9021,8770,8238,7767,7633,7641,7507,7582,7671,7722
당진시,계,35-39세,12652,12189,11955,11771,11594,11471,11526,11607,11646,11736,11727,11624,11370,11207,10970,10553,9991,9678,9071,8543,8353
당진시,계,40-44세,14480,15189,15346,14726,14077,13213,12550,12201,12107,12015,12006,12187,12355,12454,12586,12580,12448,12183,12016,11758,11306
당진시,계,45-49세,13612,13627,13607,14131,14658,15230,15597,15553,14933,14292,13455,12825,12503,12447,12396,12453,12714,12934,13066,13222,13213
당진시,계,50-54세,14033,14629,14794,14906,14709,14648,14431,14245,14702,15167,15707,16034,15954,15318,14668,13843,13229,12919,12886,12866,12977
당진시,계,55-59세,12962,13127,14180,14166,14919,15380,15816,15835,15866,15585,15422,15121,14879,15274,15699,16220,16531,16436,15795,15131,14308
당진시,계,60-64세,13141,13902,13899,14114,13685,13924,14037,14979,14969,15697,16107,16509,16491,16456,16105,15861,15498,15224,15586,15993,16513
당진시,계,65-69세,9689,10532,11457,12316,13331,13787,14348,14326,14484,14038,14260,14341,15245,15262,15983,16373,16756,16716,16647,16257,15972
당진시,계,70-74세,7640,7790,7828,8350,9121,9664,10485,11431,12287,13291,13748,14288,14254,14389,13954,14167,14241,15115,15158,15869,16247
당진시,계,75-79세,5611,5678,5976,6472,6843,7126,7275,7406,7970,8741,9293,10085,10983,11808,12760,13198,13711,13686,13820,13428,13642
당진시,계,80-84세,5187,5289,5167,5074,4875,4865,4927,5240,5701,6029,6321,6479,6625,7170,7885,8409,9132,9944,10708,11587,11997
당진시,계,85-89세,3226,3451,3671,3774,3730,3984,4097,4011,3948,3802,3842,3935,4198,4574,4819,5069,5216,5365,5865,6469,6930
당진시,계,90-94세,1024,1149,1312,1477,1761,1914,2086,2230,2288,2271,2452,2541,2502,2457,2363,2425,2516,2705,2951,3084,3271
