시군구별,성별,연령별,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042
남구,계,10 - 14세,11290,11319,11452,11524,11324,10881,10320,9687,8948,8160,7542,6985,6532,6149,5896,5720,5699,5800,5990,6215,6413
남구,계,15 - 19세,10977,10687,10512,10564,10816,10902,10997,11036,11086,10869,10431,9880,9254,8541,7792,7216,6693,6269,5907,5671,5512
남구,계,20-24세,14016,13001,12378,11347,10436,10127,9937,9877,9924,10130,10197,10246,10220,10220,9973,9556,9055,8511,7899,7251,6765
남구,계,25-29세,13611,13153,12701,12407,12098,11602,11012,10514,9720,9069,8870,8748,8690,8662,8826,8855,8845,8760,8739,8499,8153
남구,계,30-34세,11648,11657,11804,12093,12318,12224,12200,12004,11864,11601,11109,10506,10000,9277,8692,8487,8385,8315,8255,8409,8417
남구,계,35-39세,13269,11939,11247,11029,10998,11390,11829,12238,12657,12950,12923,12875,12620,12435,12119,11583,10941,10429,9706,9096,8853
남구,계,40-44세,17064,16957,16618,15629,14643,13498,12583,12111,12015,12049,12466,12939,13374,13782,14068,14034,13942,13648,13425,13073,12490
남구,계,45-49세,17121,16402,16042,16266,16566,16773,16874,16556,15637,14751,13692,12843,12409,12335,12370,12781,13262,13695,14078,14336,14288
남구,계,50-54세,17577,17515,17160,16743,16033,15768,15274,14965,15224,15510,15731,15829,15506,14651,13861,12902,12142,11770,11722,11757,12154
남구,계,55-59세,16009,15525,15994,16003,16104,16105,16237,15932,15634,15011,14756,14258,13943,14147,14379,14585,14683,14383,13609,12918,12041
남구,계,60-64세,17014,16929,16530,15757,15214,15150,14829,15346,15476,15670,15749,15927,15636,15347,14724,14437,13920,13598,13763,13971,14182
남구,계,65-69세,12789,13633,14437,15221,15981,16070,16138,15822,15208,14814,14840,14607,15166,15341,15566,15672,15867,15597,15319,14702,14395
남구,계,70-74세,10467,10502,10579,10972,11548,12008,12870,13669,14496,15304,15483,15651,15417,14897,14581,14648,14478,15071,15279,15525,15667
남구,계,75-79세,7693,7990,8547,9000,9426,9530,9638,9728,10173,10767,11248,12090,12884,13713,14526,14746,14960,14779,14350,14125,14232
남구,계,80-84세,5651,5914,5971,6121,6024,6313,6573,7036,7437,7797,7929,8056,8164,8620,9170,9623,10389,11111,11889,12642,12859
남구,계,85-89세,2791,2983,3205,3359,3570,3902,4141,4190,4301,4229,4480,4697,5038,5333,5575,5701,5823,5941,6351,6802,7186
남구,계,90-94세,942,1017,1097,1209,1331,1464,1594,1722,1825,1957,2155,2294,2305,2358,2308,2481,2614,2803,2975,3099,3204
남구,계,95세이상,244,247,276,317,342,363,405,445,503,553,605,661,712,763,820,906,971,975,997,982,1082
북구,계,계,435676,433012,435038,434636,433406,431648,429471,426941,424531,422232,419987,417760,415507,413207,410883,408483,405966,403345,400578,397697,394728
북구,계,0 - 4세,13206,12219,11668,11246,10727,10451,10411,10570,10874,11247,11559,11805,11984,12093,12150,12163,12115,11987,11799,11560,11292
북구,계,5 - 9세,18044,17374,16647,15539,14428,13515,12591,11824,11208,10602,10292,10239,10407,10716,11082,11388,11630,11807,11921,11982,11999
북구,계,10 - 14세,19784,19557,19482,19412,19129,18401,17644,16630,15425,14230,13249,12313,11558,10953,10367,10084,10039,10209,10513,10876,11183
북구,계,15 - 19세,21822,20625,19998,20035,20282,20353,20014,19800,19605,19231,18439,17623,16567,15357,14137,13131,12199,11460,10849,10276,10011
북구,계,20-24세,32396,30740,29007,26237,23806,22462,21720,21278,21243,21395,21436,21090,20927,20775,20372,19527,18636,17525,16300,15016,13986
북구,계,25-29세,33174,32717,32249,31771,30957,29535,27854,26148,23969,22203,21376,21075,20803,20711,20898,20992,20691,20571,20403,19980,19142
북구,계,30-34세,27079,27875,29642,30741,31526,31390,31017,30311,29663,28827,27458,25885,24451,22657,21148,20494,20335,20057,19956,20202,20297
북구,계,35-39세,27930,26376,25784,26098,26378,27334,28410,29327,29981,30490,30257,29889,29243,28646,27875,26544,25021,23712,22065,20644,20065
북구,계,40-44세,32256,32642,32630,31226,29885,28088,26549,25578,25632,25670,26467,27445,28327,28967,29479,29282,28945,28329,27768,27031,25731
북구,계,45-49세,33608,32329,31533,31826,32390,33047,33309,32751,31112,29625,27751,26200,25282,25346,25364,26148,27103,27965,28595,29105,28932
북구,계,50-54세,37292,37386,37227,36625,35121,34062,32789,31702,31792,32196,32738,32915,32342,30728,29274,27426,25914,25049,25113,25118,25898
북구,계,55-59세,35038,34533,36202,36649,37037,37248,37472,36929,36163,34579,33482,32224,31197,31309,31721,32264,32422,31847,30265,28840,27029
북구,계,60-64세,34190,35200,34801,33927,33458,34009,33673,34973,35353,35721,35966,36232,35727,34996,33475,32442,31244,30285,30430,30856,31394
북구,계,65-69세,23304,25259,27720,29570,31937,32599,33606,32995,32159,31721,32227,31909,33244,33659,34090,34405,34733,34277,33600,32166,31207
북구,계,70-74세,18028,18144,18608,20037,21168,22191,24081,26246,27926,30125,30726,31711,31180,30485,30147,30661,30399,31758,32216,32705,33076
북구,계,75-79세,12853,13286,14338,15173,16064,16498,16636,17049,18380,19430,20415,22184,24198,25801,27870,28439,29402,28949,28398,28176,28696
북구,계,80-84세,9320,9905,10082,10445,10417,10802,11251,12059,12770,13478,13879,14024,14421,15636,16577,17492,19057,20823,22305,24145,24633
북구,계,85-89세,4480,4850,5170,5566,5955,6650,7123,7193,7398,7319,7655,8026,8594,9127,9604,9945,10073,10420,11411,12141,12892
북구,계,90-94세,1560,1647,1863,2048,2227,2437,2686,2858,3073,3265,3650,3908,3915,4012,3933,4179,4423,4734,5041,5273,5511
북구,계,95세이상,312,348,387,465,514,576,635,720,805,878,965,1063,1140,1233,1320,1477,1585,1581,1630,1605,1754
광산구,계,계,421849,420102,416238,412425,408668,405080,401674,398430,395258,392114,389001,385925,382873,379829,376776,373773,370741,367671,364568,361426,358262
광산구,계,0 - 4세,14365,13064,11991,11273,10768,10489,10523,10788,11151,11568,11912,12179,12378,12506,12573,12596,12552,12424,12234,11993,11716
광산구,계,5 - 9세,22525,20649,18893,17117,15231,13804,12711,11874,11206,10721,10446,10474,10708,11046,11442,11770,12022,12206,12324,12391,12409
광산구,계,10 - 14세,25741,24925,24145,23387,22364,21117,19478,17999,16410,14687,13399,12381,11593,10945,10472,10206,10231,10446,10764,11140,11452
광산구,계,15 - 19세,25599,25653,25035,24760,24798,24478,23792,23140,22546,21675,20545,19045,17708,16220,14600,13411,12447,11682,11046,10587,10337
광산구,계,20-24세,32508,31502,30345,28134,26037,25263,25109,24586,24374,24480,24280,23775,23336,22902,22187,21221,19903,18742,17383,15939,14913
광산구,계,25-29세,30721,31287,30941,31178,31014,29681,28044,26647,24724,23062,22517,22407,21935,21815,22026,21952,21633,21360,21106,20584,19757
광산구,계,30-34세,26709,27845,28522,29125,29675,29763,29782,29295,29140,28546,27125,25618,24373,22663,21200,20723,20617,20201,20155,20404,20397
광산구,계,35-39세,29596,27586,26021,25405,25389,25928,26822,27893,28567,29179,29217,29092,28500,28229,27523,26147,24710,23523,21888,20488,20031
광산구,계,40-44세,38125,37459,35672,33165,30967,28451,26554,25547,25189,25324,25930,26889,27916,28546,29140,29133,28944,28317,28004,27256,25907
광산구,계,45-49세,39608,37958,36730,36501,36421,36496,36086,34743,32596,30657,28349,26612,25684,25398,25557,26163,27137,28136,28747,29336,29299
광산구,계,50-54세,39453,40727,40639,40241,38638,37650,36077,34945,34879,34967,35203,34936,33772,31817,30015,27854,26253,25402,25188,25367,25983
광산구,계,55-59세,30525,31324,33611,34898,35994,37044,37978,37673,37233,35673,34773,33330,32352,32382,32556,32873,32691,31674,29905,28280,26313
광산구,계,60-64세,23944,25407,26058,26484,27248,28150,28638,30561,31524,32395,33241,33968,33593,33157,31699,30930,29642,28842,28961,29177,29533
광산구,계,65-69세,14114,15664,17512,19035,20983,21949,23208,23504,23773,24336,25030,25385,27066,27809,28540,29258,29858,29467,29093,27785,27165
광산구,계,70-74세,10233,10232,10562,11408,12236,13113,14514,16074,17434,19176,19977,21066,21239,21417,21859,22426,22716,24225,24827,25487,26120
광산구,계,75-79세,7462,7728,8216,8651,9043,9224,9269,9588,10386,11143,11942,13188,14561,15760,17295,17951,18895,19003,19144,19520,19992
광산구,계,80-84세,5961,6232,6157,6208,6074,6206,6461,6849,7238,7578,7773,7848,8140,8851,9493,10184,11226,12376,13410,14711,15224
광산구,계,85-89세,3229,3359,3595,3656,3838,4152,4367,4319,4366,4273,4428,4647,4921,5211,5446,5620,5704,5940,6504,6989,7518
광산구,계,90-94세,1164,1219,1282,1434,1563,1702,1804,1910,1959,2068,2254,2383,2349,2367,2317,2439,2588,2739,2908,3029,3156
광산구,계,95세이상,267,282,311,365,387,420,457,495,563,606,660,702,749,788,836,916,972,966,977,963,1040
